date,open,high,low,close
11/05/2005,764.5,761,768.8,762.8
12/05/2005,762.8,762.8,772,770
13/05/2005,770,768.8,775.8,775.5
16/05/2005,775.5,770.5,775.8,774.8
17/05/2005,774.8,774.8,779.5,776.5
18/05/2005,776.5,776.5,784.3,782.5
19/05/2005,782.5,782.5,788,785.4
20/05/2005,785.4,783.8,787.8,786.5
23/05/2005,786.5,783.8,788.5,784.8
24/05/2005,784.8,783.5,786.3,784.3
25/05/2005,784.3,782.3,786.3,783.5
26/05/2005,783.5,782.3,791,791
27/05/2005,791,789.5,793.3,790.4
30/05/2005,790.4,790.3,795.8,795.3
31/05/2005,795.3,794.3,798,795.3
01/06/2005,795.3,793.8,797.8,796.3
02/06/2005,796.3,790,797.8,791.5
03/06/2005,791.5,786.3,794.5,789.3
07/06/2005,789.3,789,795.3,794
08/06/2005,794,792,798.8,796.5
09/06/2005,796.5,794.5,797,796.5
10/06/2005,796.5,796.5,801.5,799.3
13/06/2005,799.3,799.3,803.3,802.3
14/06/2005,802.3,802,809,809
15/06/2005,809,803,810.8,804
16/06/2005,804,804,809.5,809
17/06/2005,809,808.5,812.3,809
20/06/2005,809,807.5,813,811.8
21/06/2005,811.8,811.8,819.5,819
22/06/2005,819,817.8,822.5,819
23/06/2005,819,819,826.5,826.3
27/06/2005,826.3,811,826.3,812.3
28/06/2005,812.3,812.3,816.5,814.8
29/06/2005,814.8,814.8,823.5,823
30/06/2005,823,819.5,826,822.5
01/07/2005,822.5,820,829.8,829.8
04/07/2005,829.8,828,835,834.5
05/07/2005,834.5,829.5,834.5,830.8
06/07/2005,830.8,829.8,834.8,831.3
07/07/2005,831.3,799,831.3,818.8
08/07/2005,818.8,818.8,832.5,831.5
11/07/2005,831.5,831.5,847.3,846.8
12/07/2005,846.8,842.5,850,846
13/07/2005,846,845.5,851.5,851
14/07/2005,851,849.3,854.5,851.5
15/07/2005,851.5,848.3,853.8,850.3
18/07/2005,850.3,848.5,853,849.5
19/07/2005,849.5,848,852,850.3
20/07/2005,850.3,844.8,850.5,847.5
21/07/2005,847.5,847.5,854.8,852.8
22/07/2005,852.8,850.8,854.3,853.3
25/07/2005,853.3,851,855,854.3
26/07/2005,854.3,852.8,858.8,856
27/07/2005,856,856,861.5,861.5
28/07/2005,861.5,861.5,867.5,865
29/07/2005,865,862.5,868,864.5
01/08/2005,864.5,862.8,867.3,864.5
02/08/2005,864.5,863.3,870.5,870
03/08/2005,870,866.8,874.3,869.8
04/08/2005,869.8,864,872.8,864
05/08/2005,864,860.8,866,861.8
08/08/2005,861.8,860.3,863.8,862.3
09/08/2005,862.3,860.3,864.3,863.5
10/08/2005,863.5,863.5,876.5,874.3
11/08/2005,874.3,868,874.3,869.8
12/08/2005,869.8,866,873,866.5
15/08/2005,866.5,864.5,868.5,868
16/08/2005,868,863.3,872,865.8
17/08/2005,865.8,858.5,865.8,862.3
18/08/2005,862.3,858,864,862.8
19/08/2005,862.8,861,868,866.3
22/08/2005,866.3,865.8,869.8,866.5
23/08/2005,866.5,858.8,866.5,859.3
24/08/2005,859.3,846,859.3,849.5
25/08/2005,849.5,839.5,849.5,849.5
26/08/2005,849.5,838,849.5,838
29/08/2005,838,826.8,843.3,842.3
30/08/2005,842.3,838.8,847.8,839
31/08/2005,839,838.5,850,849.5
01/09/2005,849.5,849.5,856.3,852
02/09/2005,852,846.8,853.5,853
05/09/2005,853,851.3,858.8,857.5
06/09/2005,857.5,857.5,864.5,862
07/09/2005,862,862,866,863.5
08/09/2005,863.5,859.8,868,861
09/09/2005,861,861,868.8,868
12/09/2005,868,868,873.8,869.8
13/09/2005,869.8,865.3,873,869.8
14/09/2005,869.8,867.5,874.5,873.8
15/09/2005,873.8,868,873.8,868.5
16/09/2005,868.5,868.5,875,873.8
19/09/2005,873.8,871,876.5,872.5
20/09/2005,872.5,870.5,875.3,873
21/09/2005,873,863.5,873,863.8
22/09/2005,863.8,859.5,868.5,868
23/09/2005,868,867.3,870.5,869
26/09/2005,869,869,884,883.8
27/09/2005,883.8,882.5,885.8,883.3
28/09/2005,883.3,883.3,893.5,892.3
29/09/2005,892.3,890,895.5,892.3
30/09/2005,892.3,892.3,899.5,897
03/10/2005,897,897,906.3,906.3
04/10/2005,906.3,901.5,908,902.5
05/10/2005,902.5,895,902.5,899.8
06/10/2005,899.8,887,899.8,888.8
07/10/2005,888.8,887,891,888.3
10/10/2005,888.3,888.3,895.8,893.3
11/10/2005,893.3,891.8,897,893
12/10/2005,893,882.8,893,883.3
13/10/2005,883.3,873.3,884.8,875.8
14/10/2005,875.8,873.5,880,876.5
17/10/2005,876.5,873,880.8,873.5
18/10/2005,873.5,868.5,875,870.5
19/10/2005,870.5,856.3,870.5,857.8
20/10/2005,857.8,857.5,868.8,857.8
21/10/2005,857.8,852,858.8,854.3
24/10/2005,854.3,853.5,864.5,863.3
25/10/2005,863.3,863.3,876.8,870.8
26/10/2005,870.8,870.8,878.6,873.5
27/10/2005,873.5,861,873.5,862.3
28/10/2005,862.3,858,864,860.8
31/10/2005,860.8,860.8,884.3,883.3
01/11/2005,883.3,882,888.3,888.3
02/11/2005,888.3,883,890,889
03/11/2005,889,889,899.5,899
04/11/2005,899,896.5,905,896.9
07/11/2005,896.9,896.9,903.8,903
08/11/2005,903,899,906.8,899.3
09/11/2005,899.3,896.3,903.3,901.3
10/11/2005,901.3,900,907.3,900.3
11/11/2005,900.3,900.3,915.3,914.8
14/11/2005,914.8,913.3,918,914.3
15/11/2005,914.3,910.3,916.5,913.8
16/11/2005,913.8,908.8,914.3,912.5
17/11/2005,912.5,912.5,917.8,914.8
18/11/2005,914.8,914.8,923,917.8
21/11/2005,917.8,917.8,925,925
22/11/2005,925,916.3,927,917.3
23/11/2005,917.3,917.3,922.3,922.3
24/11/2005,922.3,915.5,923.5,918.3
25/11/2005,918.3,915,922,920
28/11/2005,920,920,928,923.5
29/11/2005,923.5,918.3,923.5,920
30/11/2005,920,912,920.5,912.3
01/12/2005,912.3,912.3,928.3,928
02/12/2005,928,927.3,937.3,935.3
05/12/2005,935.3,928.8,938,929
06/12/2005,929,928,940.5,937.3
07/12/2005,937.3,936.3,941.5,938
08/12/2005,938,933.8,943.5,942.5
09/12/2005,942.5,939.3,945.8,943.3
12/12/2005,943.3,940.8,947.5,941.3
13/12/2005,941.3,938.3,943.8,943
14/12/2005,943,935.5,944,937
15/12/2005,937,934,938.5,935
16/12/2005,935,935,944.5,943.8
19/12/2005,943.8,942,947.8,943.3
20/12/2005,943.3,938.3,944.8,943.5
21/12/2005,943.5,943.5,949.8,948.8
22/12/2005,948.8,938,952.5,952.5
23/12/2005,952.5,952,958,957.1
27/12/2005,957.1,957.1,967.5,967
28/12/2005,967,961,967,962.5
29/12/2005,962.5,962.5,968,967.3
30/12/2005,967.3,961,967.3,962
02/01/2006,962,960,965.3,964.5
03/01/2006,964.5,964.5,971.5,966.8
04/01/2006,966.8,966.8,975.5,974.3
05/01/2006,974.3,972.3,976,975
09/01/2006,975,975,983,981.5
10/01/2006,981.5,973.3,983.8,975
11/01/2006,975,975,981,980.3
12/01/2006,980.3,973,980.3,975.3
13/01/2006,975.3,965.8,975.3,969.3
16/01/2006,969.3,965,973,972.8
17/01/2006,972.8,961,972.8,962.5
18/01/2006,962.5,941,962.5,941.3
19/01/2006,941.3,941.3,949.8,944.5
20/01/2006,944.5,937.8,949.3,938
23/01/2006,938,922.3,939,935.3
24/01/2006,935.3,928,939,929
25/01/2006,929,929,939.3,938.8
26/01/2006,938.8,938.5,947.8,947
27/01/2006,947,947,959.8,957.7
30/01/2006,957.7,957.7,964.8,961
31/01/2006,961,955.3,967.5,963.5
01/02/2006,963.5,963,971.5,968.5
02/02/2006,968.5,968.3,975.8,969.3
03/02/2006,969.3,962,969.3,962.5
06/02/2006,962.5,962.5,970,968.8
07/02/2006,968.8,961,972.3,961.6
08/02/2006,961.6,953.3,967.8,966.3
09/02/2006,966.3,966.3,978.8,977.3
10/02/2006,977.3,967.8,977.3,969
13/02/2006,969,968.5,974.8,973.3
14/02/2006,973.3,973.3,980.8,977.3
15/02/2006,977.3,974.5,979.8,977.8
16/02/2006,977.8,977.8,984.5,983.8
17/02/2006,983.8,983,989.5,984.8
20/02/2006,984.8,980.8,990,985.5
21/02/2006,985.5,985.5,998,996
22/02/2006,996,991,1002.4,1001.3
23/02/2006,1001.3,1001.3,1006.8,1003
24/02/2006,1003,1002.3,1006.3,1006
27/02/2006,1006,1006,1016.3,1015.5
28/02/2006,1015.5,993,1017.5,994
01/03/2006,994,994,1007.3,1007
02/03/2006,1007,1001.8,1012.5,1006.8
03/03/2006,1006.8,1004,1012.5,1011
06/03/2006,1011,1011,1018.8,1015.3
07/03/2006,1015.3,1002.8,1015.3,1004.5
08/03/2006,1004.5,996.5,1009.3,998.5
09/03/2006,998.5,998.5,1008.8,1007.8
10/03/2006,1007.8,1001.8,1010.5,1010.3
13/03/2006,1010.3,1010.3,1019.5,1019.5
14/03/2006,1019.5,1015,1020.5,1017
15/03/2006,1017,1017,1026.5,1025
16/03/2006,1025,1022.3,1032.5,1031.8
17/03/2006,1031.8,1030,1036.5,1035
20/03/2006,1035,1030,1045,1040.3
21/03/2006,1040.3,1036.5,1045.3,1044.3
22/03/2006,1044.3,1038,1048.8,1048
23/03/2006,1048,1048,1055.8,1055
24/03/2006,1055,1053.8,1060.8,1060.8
27/03/2006,1060.8,1038.5,1060.8,1039
28/03/2006,1039,1032.3,1041,1034
29/03/2006,1034,1026.8,1041.8,1041.5
30/03/2006,1041.5,1041.5,1050,1049
31/03/2006,1049,1039.5,1049,1040.4
03/04/2006,1040.4,1040,1058,1057.3
04/04/2006,1057.3,1049.3,1057.3,1050.3
05/04/2006,1050.3,1047.5,1054,1053.8
06/04/2006,1053.8,1048,1061.5,1051
07/04/2006,1051,1043.5,1057.5,1046
10/04/2006,1046,1041,1048.5,1048
11/04/2006,1048,1035.8,1049.3,1038
12/04/2006,1038,1027.5,1042.3,1041.3
13/04/2006,1041.3,1041.3,1046,1043.5
18/04/2006,1043.5,1034.3,1044.5,1040
19/04/2006,1040,1040,1054,1052.3
20/04/2006,1052.3,1049.8,1059,1057.3
21/04/2006,1057.3,1052.5,1059.5,1054.3
24/04/2006,1054.3,1040.3,1055,1047.3
25/04/2006,1047.3,1042.8,1060.3,1043.3
26/04/2006,1043.3,1041.5,1053.5,1050.3
27/04/2006,1050.3,1034.5,1052,1045.8
28/04/2006,1045.8,1036.8,1045.8,1037.8
02/05/2006,1037.8,1027.5,1042.8,1041.5
03/05/2006,1041.5,1034.5,1052.8,1039.3
04/05/2006,1039.3,1034.5,1048.3,1046.5
05/05/2006,1046.5,1046.5,1057,1056.3
08/05/2006,1056.3,1054.5,1065.5,1056
09/05/2006,1056,1051.8,1058,1056
10/05/2006,1056,1046.3,1059.3,1046.3
11/05/2006,1046.3,1043.3,1053.8,1045
12/05/2006,1045,1015,1045,1017.5
15/05/2006,1017.5,995,1017.5,1002.5
16/05/2006,1002.5,989,1010.8,1001.3
17/05/2006,1001.3,958.5,1006.8,962.8
18/05/2006,962.8,945.3,971.8,947.5
19/05/2006,947.5,945.5,961,949.5
22/05/2006,949.5,904.3,950.3,910.3
23/05/2006,910.3,907.8,959.8,953
24/05/2006,953,933,959,933.3
26/05/2006,933.3,933.3,967.8,960.3
29/05/2006,960.3,960.3,981.3,972.3
30/05/2006,972.3,941,974,943
31/05/2006,943,914,954.3,952.8
01/06/2006,952.8,937,964.5,963.3
02/06/2006,963.3,955.3,982,955.5
05/06/2006,955.5,945.3,960,952.5
07/06/2006,952.5,927,952.5,934
08/06/2006,934,890,934,894.8
09/06/2006,894.8,894.8,919.3,917.3
12/06/2006,917.3,901.3,919.5,905.5
13/06/2006,905.5,870.5,905.5,878.3
14/06/2006,878.3,878.3,900,899.8
15/06/2006,899.8,899.8,925.3,921.8
16/06/2006,921.8,910,941.5,912.8
19/06/2006,912.8,912.8,931,919.8
20/06/2006,919.8,908,922,918.5
21/06/2006,918.5,915.5,928.5,925
22/06/2006,925,925,939.8,934.3
26/06/2006,934.3,928,938,931
27/06/2006,931,918.3,937,918.5
28/06/2006,918.5,908.3,928.3,918.5
29/06/2006,918.5,918.5,944.5,944
30/06/2006,944,944,963,957.8
03/07/2006,957.8,955.8,965.8,963.3
04/07/2006,963.3,953.8,969,965.8
05/07/2006,965.8,950.5,966.3,953
06/07/2006,953,952,962.5,962
07/07/2006,962,948.5,962,949.5
10/07/2006,949.5,943,955.3,955
11/07/2006,955,938.3,955,941.8
12/07/2006,941.8,937.3,947.8,938.5
13/07/2006,938.5,916.5,938.5,921.8
14/07/2006,921.8,903.5,921.8,904.3
17/07/2006,904.3,894,907.8,899.5
18/07/2006,899.5,890.5,907,894.5
19/07/2006,894.5,894.5,930.1,927.8
20/07/2006,927.8,925,936.3,930
21/07/2006,930,913.5,930,913.8
24/07/2006,913.8,913.8,931.5,930.3
25/07/2006,930.3,927.8,938,928
26/07/2006,928,928,945.8,943.5
27/07/2006,943.5,943.5,953.8,951
28/07/2006,951,945,951,949.5
31/07/2006,949.5,946.5,965.5,947
01/08/2006,947,931,948,932
02/08/2006,932,932,943,943
03/08/2006,943,933.5,947,938.3
04/08/2006,938.3,938.3,950.3,946.5
07/08/2006,946.5,930.3,946.5,931.5
08/08/2006,931.5,929.3,939,932.3
09/08/2006,932.3,922,943,941.3
10/08/2006,941.3,923.5,941.3,934
11/08/2006,934,930.8,942.8,938
14/08/2006,938,938,947.8,946.5
15/08/2006,946.5,941.3,961,960.5
16/08/2006,960.5,957.8,969.8,969.3
17/08/2006,969.3,969.3,981.3,980
18/08/2006,980,976,983.8,978.5
21/08/2006,978.5,973.3,982.8,978.3
22/08/2006,978.3,975,985,982.3
23/08/2006,982.3,971,982.5,971
24/08/2006,971,965,977.8,970.8
25/08/2006,970.8,970,978.5,976
28/08/2006,976,969.5,981.8,979.8
29/08/2006,979.8,979.8,994,988
30/08/2006,988,988,997.5,995
31/08/2006,995,991,1001.8,992.5
01/09/2006,992.5,992.5,1003,999
04/09/2006,999,999,1014.5,1011.8
05/09/2006,1011.8,1006,1020,1009.3
06/09/2006,1009.3,1000,1013.3,1001.5
07/09/2006,1001.5,987,1001.5,988.8
08/09/2006,988.8,988.8,999.8,999.3
11/09/2006,999.3,990,999.3,992.8
12/09/2006,992.8,992.8,1013.8,1013.3
13/09/2006,1013.3,1013.3,1024.8,1022.3
14/09/2006,1022.3,1022.3,1033.8,1029
15/09/2006,1029,1024,1031.5,1026.5
18/09/2006,1026.5,1026.5,1036.8,1031.5
19/09/2006,1031.5,1025.3,1036,1028
20/09/2006,1028,1025.3,1042,1041.3
21/09/2006,1041.3,1036.3,1044.8,1040.3
22/09/2006,1040.3,1027,1040.3,1029.5
25/09/2006,1029.5,1015,1036.8,1020
26/09/2006,1020,1020,1030,1029.8
27/09/2006,1029.8,1029.8,1043.5,1043.3
28/09/2006,1043.3,1037.5,1046.5,1040
29/09/2006,1040,1040,1048,1040.8
02/10/2006,1040.8,1040.8,1049.3,1045.8
03/10/2006,1045.8,1029.5,1045.8,1034.5
04/10/2006,1034.5,1034.5,1049,1048.5
05/10/2006,1048.5,1048.5,1063.3,1060.8
06/10/2006,1060.8,1055.5,1065.5,1062.8
09/10/2006,1062.8,1059.3,1069.5,1069
10/10/2006,1069,1066.5,1072.5,1072
11/10/2006,1072,1065.8,1084,1082.5
12/10/2006,1082.5,1082.5,1099.8,1099.5
13/10/2006,1099.5,1091.5,1106.5,1092.8
16/10/2006,1092.8,1089.3,1097,1096.5
17/10/2006,1096.5,1077.5,1096.5,1078.5
18/10/2006,1078.5,1078.5,1093.5,1090
19/10/2006,1090,1088.5,1096.3,1090
20/10/2006,1090,1089.3,1099.3,1093
23/10/2006,1093,1089.3,1103,1102.8
24/10/2006,1102.8,1094.3,1102.8,1098.5
25/10/2006,1098.5,1098.3,1108,1099.5
26/10/2006,1099.5,1093.5,1106.5,1095.8
27/10/2006,1095.8,1090.5,1099,1091.5
30/10/2006,1091.5,1079,1091.5,1084.5
31/10/2006,1084.5,1084.5,1092,1087.5
01/11/2006,1087.5,1087.5,1097.8,1097.5
02/11/2006,1097.5,1076.5,1097.5,1085
03/11/2006,1085,1082.5,1088.3,1086.8
06/11/2006,1086.8,1086.5,1104.8,1104.5
07/11/2006,1104.5,1104.5,1112.3,1110.3
08/11/2006,1110.3,1103,1110.8,1109.8
09/11/2006,1109.8,1107,1118,1109.5
10/11/2006,1109.5,1096,1109.5,1100.8
13/11/2006,1100.8,1097.5,1108.8,1108.5
14/11/2006,1108.5,1102.5,1114.8,1104.9
15/11/2006,1104.9,1104.9,1119,1118.3
16/11/2006,1118.3,1113.5,1123,1114.3
17/11/2006,1114.3,1097.8,1115.5,1098.8
20/11/2006,1098.8,1090.5,1108.3,1107.5
21/11/2006,1107.5,1101.8,1111.8,1110
22/11/2006,1110,1105.3,1118.5,1107.3
23/11/2006,1107.3,1104,1111.8,1108
24/11/2006,1108,1092,1108,1093.3
27/11/2006,1093.3,1059.3,1093.3,1060.3
28/11/2006,1060.3,1042.3,1068.8,1063.5
29/11/2006,1063.5,1063.5,1087,1086.8
30/11/2006,1086.8,1069.8,1090.5,1070
01/12/2006,1070,1056,1081.5,1060.5
04/12/2006,1060.5,1059,1077.5,1077.3
05/12/2006,1077.3,1077.3,1092,1091.5
06/12/2006,1091.5,1085.3,1095,1087.5
07/12/2006,1087.5,1084.3,1099.8,1099
08/12/2006,1099,1088,1099,1097.3
11/12/2006,1097.3,1097.3,1113.5,1113
12/12/2006,1113,1111.5,1129.8,1129.3
13/12/2006,1129.3,1122,1133,1128.3
14/12/2006,1128.3,1121.5,1135,1130.3
15/12/2006,1130.3,1128.8,1140.8,1140.5
18/12/2006,1140.5,1138,1145.5,1140.5
19/12/2006,1140.5,1123.8,1142,1126.3
20/12/2006,1126.3,1126.3,1141.8,1140.3
21/12/2006,1140.3,1132.5,1140.3,1137.5
22/12/2006,1137.5,1137.5,1145,1142.5
27/12/2006,1142.5,1142.5,1155,1154.8
28/12/2006,1154.8,1148.5,1154.8,1153.5
29/12/2006,1153.5,1149.8,1155.8,1153.5
02/01/2007,1153.5,1151,1167.5,1167.5
03/01/2007,1167.5,1152.8,1167.5,1160.5
04/01/2007,1160.5,1142.8,1160.5,1153
05/01/2007,1153,1140,1153,1149
08/01/2007,1149,1141.8,1153.8,1143
09/01/2007,1143,1143,1155.8,1145.5
10/01/2007,1145.5,1129.5,1145.5,1133.3
11/01/2007,1133.3,1133.3,1163.8,1163.5
12/01/2007,1163.5,1156.5,1166.5,1161.3
15/01/2007,1161.3,1161.3,1179,1178
16/01/2007,1178,1170.3,1179.5,1171.5
17/01/2007,1171.5,1171,1181.3,1176.5
18/01/2007,1176.5,1168.3,1182.8,1175.1
19/01/2007,1175.1,1170.3,1183.3,1181.4
22/01/2007,1181.4,1181,1190.5,1182.8
23/01/2007,1182.8,1172.8,1183,1175.3
24/01/2007,1175.3,1174.3,1183.3,1177.3
25/01/2007,1177.3,1177.3,1191.5,1186
26/01/2007,1186,1177.5,1186,1179.3
29/01/2007,1179.3,1174,1183,1179.8
30/01/2007,1179.8,1174,1193,1192.3
31/01/2007,1192.3,1185.3,1196.3,1186.8
01/02/2007,1186.8,1186.8,1202.8,1193.3
02/02/2007,1193.3,1183.8,1193.3,1190.8
05/02/2007,1190.8,1185,1197.5,1196
06/02/2007,1196,1196,1207.5,1202.3
07/02/2007,1202.3,1198.8,1209,1206.3
08/02/2007,1206.3,1188.3,1208,1193.1
09/02/2007,1193.1,1193.1,1202.8,1202
12/02/2007,1202,1185.5,1202,1189.8
13/02/2007,1189.8,1187.8,1194.5,1192.3
14/02/2007,1192.3,1192.3,1213,1213
15/02/2007,1213,1213,1224.3,1221.8
16/02/2007,1221.8,1212.5,1221.8,1217.5
19/02/2007,1217.5,1217.5,1227,1222.5
20/02/2007,1222.5,1206.3,1225.5,1210.3
21/02/2007,1210.3,1204,1218.8,1206
22/02/2007,1206,1206,1218.3,1207.8
23/02/2007,1207.8,1207,1214,1214
26/02/2007,1214,1214,1236.8,1232.8
27/02/2007,1232.8,1173.3,1232.8,1186
28/02/2007,1186,1152,1186,1158.5
01/03/2007,1158.5,1130.5,1178.8,1157.5
02/03/2007,1157.5,1144.3,1171.5,1163
05/03/2007,1163,1120.3,1163,1150.5
06/03/2007,1150.5,1147.5,1163,1150.8
07/03/2007,1150.8,1150.8,1169.3,1167.5
08/03/2007,1167.5,1167.5,1189.5,1189
09/03/2007,1189,1175.3,1200,1192.3
12/03/2007,1192.3,1186.5,1202.8,1194.3
13/03/2007,1194.3,1176.8,1196.5,1177
14/03/2007,1177,1137.5,1177,1138
15/03/2007,1138,1138,1165.8,1165.5
16/03/2007,1165.5,1159.3,1177.8,1170.8
19/03/2007,1170.8,1170.8,1191.3,1190.8
20/03/2007,1190.8,1180.8,1198.3,1196.3
21/03/2007,1196.3,1195,1209.5,1203.5
22/03/2007,1203.5,1203.5,1227.3,1221.1
23/03/2007,1221.1,1218.3,1225,1223
26/03/2007,1223,1182.5,1223,1182.5
27/03/2007,1182.5,1182.5,1198.3,1196.3
28/03/2007,1196.3,1175,1196.3,1178
29/03/2007,1178,1178,1196,1195.1
30/03/2007,1195.1,1190.8,1201.5,1194.8
02/04/2007,1194.8,1186.8,1206.8,1206.5
03/04/2007,1206.5,1206.5,1228.8,1226
04/04/2007,1226,1218,1232.5,1224
05/04/2007,1224,1222.3,1229,1228.5
10/04/2007,1228.5,1227.3,1243,1238
11/04/2007,1238,1230,1247.3,1233.5
12/04/2007,1233.5,1223,1243,1241
13/04/2007,1241,1240,1250.8,1250.8
16/04/2007,1250.8,1250.8,1269.5,1269.3
17/04/2007,1269.3,1259,1272.5,1268.5
18/04/2007,1268.5,1253.3,1268.8,1262
19/04/2007,1262,1243,1262,1257.5
20/04/2007,1257.5,1257.5,1279.5,1274.1
23/04/2007,1274.1,1264.8,1278.3,1269.3
24/04/2007,1269.3,1150.3,1269.3,1254.5
25/04/2007,1254.5,1254.3,1265.5,1263.3
26/04/2007,1263.3,1258.5,1276.5,1270
27/04/2007,1270,1263.8,1271.8,1264.5
30/04/2007,1264.5,1258,1275.3,1274.5
02/05/2007,1274.5,1260,1274.5,1265.5
03/05/2007,1265.5,1248,1270,1253
04/05/2007,1253,1251.5,1268.5,1268
07/05/2007,1268,1266,1275.5,1274
08/05/2007,1274,1239.3,1274,1241.5
09/05/2007,1241.5,1229,1250.5,1241.5
10/05/2007,1241.5,1224,1245,1225
11/05/2007,1225,1209,1247,1241
14/05/2007,1241,1241,1257,1257
15/05/2007,1257,1245.5,1263.3,1260.5
16/05/2007,1260.5,1252,1263.5,1257.3
18/05/2007,1257.3,1257.3,1273.3,1267.9
21/05/2007,1267.9,1263,1279,1263.3
22/05/2007,1263.3,1252,1271,1253
23/05/2007,1253,1251.3,1279,1278.5
24/05/2007,1278.5,1266.3,1283.8,1273.8
25/05/2007,1273.8,1265.3,1273.8,1269.5
28/05/2007,1269.5,1269.5,1281,1279
29/05/2007,1279,1271.5,1283.5,1275.1
30/05/2007,1275.1,1257,1275.1,1263
31/05/2007,1263,1263,1282.8,1280
01/06/2007,1280,1280,1297,1292.8
04/06/2007,1292.8,1284.8,1297.8,1286.8
05/06/2007,1286.8,1277.8,1294.3,1279.5
07/06/2007,1279.5,1228,1279.5,1229.3
08/06/2007,1229.3,1211.8,1245.8,1233
11/06/2007,1233,1233,1256.3,1250.8
12/06/2007,1250.8,1230.5,1261,1237.5
13/06/2007,1237.5,1227.5,1249,1246
14/06/2007,1246,1246,1270.8,1268.5
15/06/2007,1268.5,1268.5,1282,1281.3
18/06/2007,1281.3,1279,1288.3,1287
19/06/2007,1287,1275.5,1291.8,1277.3
20/06/2007,1277.3,1274.3,1286.8,1278
21/06/2007,1278,1260,1278,1261.3
25/06/2007,1261.3,1235.5,1261.3,1254
26/06/2007,1254,1238,1254,1245.8
27/06/2007,1245.8,1232.8,1249.8,1245.8
28/06/2007,1245.8,1245.8,1263,1261.8
29/06/2007,1261.8,1250.3,1270,1255.3
02/07/2007,1255.3,1245.5,1260,1257.8
03/07/2007,1257.8,1257.8,1278,1273.1
04/07/2007,1273.1,1273.1,1284.5,1282.3
05/07/2007,1282.3,1272.8,1287,1276.3
06/07/2007,1276.3,1273.5,1282,1281
09/07/2007,1281,1281,1297,1297
10/07/2007,1297,1281,1304.5,1288
11/07/2007,1288,1273.3,1288,1286.4
12/07/2007,1286.4,1282.3,1313,1313
13/07/2007,1313,1306.8,1327,1311
16/07/2007,1311,1308.5,1317.5,1312
17/07/2007,1312,1300,1314,1301.5
18/07/2007,1301.5,1289.3,1305.5,1292.5
19/07/2007,1292.5,1292.5,1309,1305.5
20/07/2007,1305.5,1284,1309.5,1286.3
23/07/2007,1286.3,1279.3,1294,1293.5
24/07/2007,1293.5,1275.3,1298,1275.9
25/07/2007,1275.9,1254.5,1275.9,1255.3
26/07/2007,1255.3,1208.8,1266.8,1211.5
27/07/2007,1211.5,1194,1229,1215.8
30/07/2007,1215.8,1215,1235.8,1232.3
31/07/2007,1232.3,1232.3,1247.8,1245.3
01/08/2007,1245.3,1208.3,1245.3,1223
02/08/2007,1223,1223,1245,1238
03/08/2007,1238,1219,1245.3,1221.5
06/08/2007,1221.5,1200.5,1221.5,1203.3
07/08/2007,1203.3,1203.3,1227.5,1217.5
08/08/2007,1217.5,1217.5,1246.3,1246
09/08/2007,1246,1199,1246,1213.9
10/08/2007,1213.9,1165,1213.9,1172
13/08/2007,1172,1172,1207.8,1207.3
14/08/2007,1207.3,1192.5,1213.5,1193
15/08/2007,1193,1171.5,1193,1186.5
16/08/2007,1186.5,1138.5,1186.5,1146.5
17/08/2007,1146.5,1128.8,1180,1166.5
20/08/2007,1166.5,1166.5,1187.8,1177
21/08/2007,1177,1157,1186,1171.8
22/08/2007,1171.8,1171.8,1192.8,1191.5
23/08/2007,1191.5,1191.5,1206.3,1198.3
24/08/2007,1198.3,1189.3,1201,1201
27/08/2007,1201,1201,1222.5,1203
28/08/2007,1203,1173.5,1204.5,1173.8
29/08/2007,1173.8,1159,1192.8,1191.3
30/08/2007,1191.3,1182.8,1206.5,1206
31/08/2007,1206,1201.8,1218.8,1216.3
03/09/2007,1216.3,1216.3,1226,1225.3
04/09/2007,1225.3,1213.5,1230.3,1229.5
05/09/2007,1229.5,1201.8,1230,1203.1
06/09/2007,1203.1,1187,1209.8,1189.3
07/09/2007,1189.3,1156.5,1196,1159
10/09/2007,1159,1145.5,1172,1148.5
11/09/2007,1148.5,1148.5,1176,1173.5
12/09/2007,1173.5,1164.3,1183.8,1182.3
13/09/2007,1182.3,1172,1201.3,1201
14/09/2007,1201,1174.5,1201,1180
17/09/2007,1180,1155.8,1180,1161.4
18/09/2007,1161.4,1153.5,1182.8,1181.8
19/09/2007,1181.8,1181.8,1223.5,1222.3
20/09/2007,1222.3,1201,1222.3,1209
21/09/2007,1209,1202.3,1217,1211.3
24/09/2007,1211.3,1198,1211.3,1199
25/09/2007,1199,1177,1199,1185.5
26/09/2007,1185.5,1185.5,1199.8,1199.5
27/09/2007,1199.5,1199.5,1222.3,1218.5
28/09/2007,1218.5,1211.8,1219.5,1216.5
01/10/2007,1216.5,1210,1234.5,1231.6
02/10/2007,1231.6,1231.6,1248.5,1237.3
03/10/2007,1237.3,1235,1247.8,1243
04/10/2007,1243,1233,1248.5,1247
05/10/2007,1247,1241.5,1263.8,1260
08/10/2007,1260,1250.8,1264.8,1253
09/10/2007,1253,1248,1261.5,1260
10/10/2007,1260,1256.8,1265.5,1260.8
11/10/2007,1260.8,1260,1276.8,1267.1
12/10/2007,1267.1,1250.3,1267.1,1260.5
