date,open,high,low,close
15/10/2007,1260.5,1247,1263.5,1251.5
16/10/2007,1251.5,1193,1251.5,1203.8
17/10/2007,1203.8,1199,1215.5,1206.8
18/10/2007,1206.8,1184,1210,1186.5
19/10/2007,1186.5,1166.5,1188.3,1167
22/10/2007,1167,1137.3,1167,1143.8
23/10/2007,1143.8,1143.8,1180,1176.5
24/10/2007,1176.5,1154.3,1183.3,1160.5
25/10/2007,1160.5,1160.5,1179,1169.3
26/10/2007,1169.3,1159,1180,1168.8
29/10/2007,1168.8,1168.8,1188,1180.5
30/10/2007,1180.5,1167.3,1180.5,1175
31/10/2007,1175,1165,1187.5,1185.5
01/11/2007,1185.5,1159.3,1190,1171
02/11/2007,1171,1150.3,1171,1155
05/11/2007,1155,1143,1161,1159.5
06/11/2007,1159.5,1159.5,1174.3,1164.1
07/11/2007,1164.1,1145,1173,1152.8
08/11/2007,1152.8,1128,1154,1144.8
09/11/2007,1144.8,1112.5,1154,1115.5
12/11/2007,1115.5,1100,1132,1132
13/11/2007,1132,1106,1132,1122.3
14/11/2007,1122.3,1108,1139.8,1124.5
15/11/2007,1124.5,1094,1126,1103.9
16/11/2007,1103.9,1087.5,1104.8,1096.5
19/11/2007,1096.5,1060,1107,1063.3
20/11/2007,1063.3,1050.5,1094.3,1081
21/11/2007,1081,1051.8,1081,1062.3
22/11/2007,1062.3,1051.5,1072,1054.5
23/11/2007,1054.5,1053.3,1063,1057.3
26/11/2007,1057.3,1057.3,1089.5,1066.5
27/11/2007,1066.5,1050.3,1074,1062.3
28/11/2007,1062.3,1055.5,1099.5,1098.8
29/11/2007,1098.8,1093.3,1109.3,1101
30/11/2007,1101,1101,1115,1112.3
03/12/2007,1112.3,1101,1116,1109.5
04/12/2007,1109.5,1080,1109.8,1080.8
05/12/2007,1080.8,1080.8,1107.5,1106.9
06/12/2007,1106.9,1098.3,1127,1101.8
07/12/2007,1101.8,1101.8,1124,1120.5
10/12/2007,1120.5,1115,1140.5,1136.3
11/12/2007,1136.3,1122.5,1140.3,1127.3
12/12/2007,1127.3,1113.5,1140.3,1135.8
13/12/2007,1135.8,1101,1135.8,1104.5
14/12/2007,1104.5,1088.3,1113.3,1099.4
17/12/2007,1099.4,1068.5,1099.4,1068.8
18/12/2007,1068.8,1060.8,1081.5,1063.3
19/12/2007,1063.3,1058.5,1074.3,1066.4
20/12/2007,1066.4,1059.5,1075.5,1060
21/12/2007,1060,1060,1081.5,1081.5
27/12/2007,1081.5,1073,1092,1074.1
28/12/2007,1074.1,1066,1076,1076
02/01/2008,1076,1057.3,1083.8,1057.8
03/01/2008,1057.8,1041.3,1064,1051
04/01/2008,1051,1014,1054.3,1017
07/01/2008,1017,1002,1027.8,1016
08/01/2008,1016,1012,1037.5,1028
09/01/2008,1028,1000.6,1028,1005.5
10/01/2008,1005.5,984.3,1017,992.8
11/01/2008,992.8,982,998,989.5
14/01/2008,989.5,984.8,1012.5,1011.8
15/01/2008,1011.8,968.5,1011.8,975.8
16/01/2008,975.8,953.8,989,965.8
17/01/2008,965.8,961.3,987.5,971
18/01/2008,971,955,983.3,960
21/01/2008,960,913.5,960,921
22/01/2008,921,873.5,960,956.5
23/01/2008,956.5,913.5,971.8,917.4
24/01/2008,917.4,917.4,968,956.8
25/01/2008,956.8,956.8,976.5,968.3
28/01/2008,968.3,936,968.3,953
29/01/2008,953,950.5,962,957
30/01/2008,957,946.3,960,951.8
31/01/2008,951.8,932.3,953.8,947.5
01/02/2008,947.5,947.5,985.3,975.5
04/02/2008,975.5,975,988.8,975
05/02/2008,975,937,977,945
06/02/2008,945,932,953.3,953.3
07/02/2008,953.3,923.8,955,925.5
08/02/2008,925.5,908,934,918.5
11/02/2008,918.5,903.8,920.5,911.5
12/02/2008,911.5,907,948.3,947.3
13/02/2008,947.3,922,952.5,949
14/02/2008,949,947,968.8,949.6
15/02/2008,949.6,934.5,957.8,937
18/02/2008,937,937,965.3,961.4
19/02/2008,961.4,953.3,994.5,965
20/02/2008,965,947,972,952.5
21/02/2008,952.5,952.5,972.5,960
22/02/2008,960,949.8,960,951.3
25/02/2008,951.3,951.3,969,965.5
26/02/2008,965.5,954.5,986.8,979.5
27/02/2008,979.5,972,990.5,987.8
28/02/2008,987.8,973.5,991,974.3
29/02/2008,974.3,958,974.3,968
03/03/2008,968,942.8,968,955.8
04/03/2008,955.8,927,963.5,930.8
05/03/2008,930.8,930.8,957,953.9
06/03/2008,953.9,937,956.5,937.8
07/03/2008,937.8,917.3,937.8,925.3
10/03/2008,925.3,905.5,926.5,910.8
11/03/2008,910.8,908.3,938.5,931
12/03/2008,931,931,952.5,951
13/03/2008,951,918.8,951,933.5
14/03/2008,933.5,919.5,950.8,924.8
17/03/2008,924.8,886.3,924.8,887.5
18/03/2008,887.5,887.5,918,915
19/03/2008,915,895.8,927.8,905.3
20/03/2008,905.3,893.5,905.3,894
25/03/2008,894,894,935.5,934.5
26/03/2008,934.5,923.5,934.5,930
27/03/2008,930,930,955.3,955.3
28/03/2008,955.3,948,955.3,950
31/03/2008,950,908.3,950,930.3
01/04/2008,930.3,925.8,966.5,966.3
02/04/2008,966.3,959.5,980.3,979.8
03/04/2008,979.8,963,980.8,970
04/04/2008,970,962.8,974.5,967.8
07/04/2008,967.8,967.8,982,974
08/04/2008,974,959.5,974.3,964.3
09/04/2008,964.3,958.5,973.5,969.8
10/04/2008,969.8,947.3,969.8,964
11/04/2008,964,943.8,978,950.3
14/04/2008,950.3,936.5,950.3,942.6
15/04/2008,942.6,938,951.8,943.8
16/04/2008,943.8,943.8,974,972.5
17/04/2008,972.5,954,978.8,958.3
18/04/2008,958.3,958.3,983.8,975.8
21/04/2008,975.8,960.3,983.8,964
22/04/2008,964,954.3,969,957.5
23/04/2008,957.5,954,973,972.5
24/04/2008,972.5,954,974,965.8
25/04/2008,965.8,965.8,1000,998.3
28/04/2008,998.3,995,1005.3,999.5
29/04/2008,999.5,980.8,999.8,983
30/04/2008,983,977.8,987.5,979
02/05/2008,979,979,1008,1005.5
05/05/2008,1005.5,993.8,1006.3,1004
06/05/2008,1004,990.5,1009.8,999.8
07/05/2008,999.8,999.8,1020,1015.3
08/05/2008,1015.3,1004.3,1015.5,1014.3
09/05/2008,1014.3,999.5,1014.3,1003.8
12/05/2008,1003.8,1000,1009.3,1009
13/05/2008,1009,999.5,1016.5,1011.5
14/05/2008,1011.5,998.3,1018.5,1014.5
15/05/2008,1014.5,1001.5,1020,1019.8
16/05/2008,1019.8,1019.5,1029.5,1025.8
19/05/2008,1025.8,1025.8,1041,1039.3
20/05/2008,1039.3,1014,1039.3,1014.5
21/05/2008,1014.5,1005.3,1019,1007
22/05/2008,1007,995.5,1023.5,1022.8
23/05/2008,1022.8,997.9,1022.8,999.5
26/05/2008,999.5,996,1003.8,999
27/05/2008,999,983.3,1007,995.5
28/05/2008,995.5,988.3,1011,1006.8
29/05/2008,1006.8,994.8,1012,1005.5
30/05/2008,1005.5,1004,1012.3,1005.1
02/06/2008,1005.1,986,1008,994.3
03/06/2008,994.3,984.3,1001.3,1000.8
04/06/2008,1000.8,978,1000.8,983
05/06/2008,983,976.3,994,981.5
09/06/2008,981.5,955.3,981.5,957.5
10/06/2008,957.5,943.5,957.8,951
11/06/2008,951,930,957.8,934.5
12/06/2008,934.5,931.3,948.5,947.5
13/06/2008,947.5,932.5,948.5,946.5
16/06/2008,946.5,938.5,953,948.3
17/06/2008,948.3,948.3,959,958
18/06/2008,958,937.5,980,938
19/06/2008,938,931,941,937
23/06/2008,937,915.5,937,916.8
24/06/2008,916.8,888.5,922.8,901.3
25/06/2008,901.3,901.3,914.5,914.5
26/06/2008,914.5,881,914.5,882.3
27/06/2008,882.3,858,885.5,863.5
30/06/2008,863.5,843.3,870,862.5
01/07/2008,862.5,835,865,841.1
02/07/2008,841.1,841.1,862,851.8
03/07/2008,851.8,826.5,855.8,853.5
04/07/2008,853.5,835.8,856.5,842.3
07/07/2008,842.3,838,854.6,854.5
08/07/2008,854.5,828.8,854.5,834.8
09/07/2008,834.8,834.8,856.8,850.3
10/07/2008,850.3,830,850.3,830.3
11/07/2008,830.3,812,840.8,813.8
14/07/2008,813.8,813.8,836.5,828.8
15/07/2008,828.8,800.8,828.8,812.4
16/07/2008,812.4,806,830.3,826.8
17/07/2008,826.8,826.8,864,862.3
18/07/2008,862.3,852.3,873,870.5
21/07/2008,870.5,865.8,889,888.8
22/07/2008,888.8,851.8,888.8,864.5
23/07/2008,864.5,864.5,888.5,882
24/07/2008,882,855.5,900,857.5
25/07/2008,857.5,841.5,866,860.8
28/07/2008,860.8,849.3,861,852.3
29/07/2008,852.3,834.8,856.5,853.5
30/07/2008,853.5,853.1,870.8,867.8
31/07/2008,867.8,859,873.5,871.8
01/08/2008,871.8,852,871.8,853.3
04/08/2008,853.3,846.3,862.5,850.8
05/08/2008,850.8,849.5,883,882.3
06/08/2008,882.3,881.3,890.8,886.3
07/08/2008,886.3,878.3,896.5,883.8
08/08/2008,883.8,868.5,885.8,884.8
11/08/2008,884.8,884.8,901.5,898.5
12/08/2008,898.5,891,903.3,894.3
13/08/2008,894.3,865.5,894.3,870
14/08/2008,870,864.5,879,874.8
15/08/2008,874.8,873.3,881.8,875.3
18/08/2008,875.3,870.3,886,880
19/08/2008,880,838,880,838.3
20/08/2008,838.3,835.3,849,844.5
21/08/2008,844.5,831.5,848.3,840.3
22/08/2008,840.3,839.3,868.5,868.3
25/08/2008,868.3,852.5,868.3,852.5
26/08/2008,852.5,846,864.8,864.3
27/08/2008,864.3,848.5,865.5,863.8
28/08/2008,863.8,856.8,882,881
29/08/2008,881,869.8,883.5,870.3
01/09/2008,870.3,858,875.7,871.8
02/09/2008,871.8,865.5,896,892
03/09/2008,892,878,892,881.5
04/09/2008,881.5,851.3,885.8,851.8
05/09/2008,851.8,822.5,851.8,823
08/09/2008,823,823,870.5,859
09/09/2008,859,843,867.8,844.5
10/09/2008,844.5,836.3,851.8,841
11/09/2008,841,819.3,841.8,828.3
12/09/2008,828.3,828.3,854.8,852
15/09/2008,852,808,852,819
16/09/2008,819,795.8,819,809.3
17/09/2008,809.3,776.3,822.8,779
18/09/2008,779,770,798,789.3
19/09/2008,789.3,789.3,842,840
22/09/2008,840,838.3,866.8,840.5
23/09/2008,840.5,812.3,840.5,824.8
24/09/2008,824.8,816,830.5,820.3
25/09/2008,820.3,815,840.8,840.8
26/09/2008,840.8,814.3,840.8,825
29/09/2008,825,774.5,825,775.5
30/09/2008,775.5,739.8,788,775.3
01/10/2008,775.3,766.5,787,770
02/10/2008,770,758.5,789.3,763
03/10/2008,763,755.5,786.3,784.5
06/10/2008,784.5,721.3,784.5,723.5
07/10/2008,723.5,705.8,750,716.5
08/10/2008,716.5,654.5,720,668
09/10/2008,668,656.3,693.5,667.5
10/10/2008,667.5,601,667.5,631
13/10/2008,631,611.3,682.5,679
14/10/2008,679,679,723.3,685.8
15/10/2008,685.8,643.3,694.5,645.8
16/10/2008,645.8,614.5,665,621.5
17/10/2008,621.5,621.5,662.8,633.5
20/10/2008,633.5,633.5,671,665
21/10/2008,665,665,686,671
22/10/2008,671,638,671,644
23/10/2008,644,618.5,648.8,633
24/10/2008,633,568.8,633,590.5
27/10/2008,590.5,558,590.5,575
28/10/2008,575,570.5,600,586.8
29/10/2008,586.8,586.8,620.3,613.8
30/10/2008,613.8,613.8,656,645.8
31/10/2008,645.8,634,650.8,634.3
03/11/2008,634.3,634.3,666,665.8
04/11/2008,665.8,664.8,719,718
05/11/2008,718,692,718,701.5
06/11/2008,701.5,654,701.5,654
07/11/2008,654,654,686.5,683
10/11/2008,683,683,708.8,685.5
11/11/2008,685.5,645,685.5,645
12/11/2008,645,622.8,665,635
13/11/2008,635,618.5,645,639
14/11/2008,639,630.5,664.8,637.5
17/11/2008,637.5,623.5,642,633.8
18/11/2008,633.8,609,634.3,627.5
19/11/2008,627.5,594.2,633,596.3
20/11/2008,596.3,574,596.3,590.5
21/11/2008,590.5,577.3,594.3,580
24/11/2008,580,580,633.8,631
25/11/2008,631,617,648.8,636.8
26/11/2008,636.8,619.3,642.5,628.5
27/11/2008,628.5,628.5,650.8,649.3
28/11/2008,649.3,630.5,651,643
01/12/2008,643,606,644.5,608.5
02/12/2008,608.5,593,640,640
03/12/2008,640,624.5,650,650
04/12/2008,650,632.8,666,638.5
05/12/2008,638.5,604,638.5,614.3
08/12/2008,614.3,614.3,672,666
09/12/2008,666,653.5,693.5,679
10/12/2008,679,672,690,685.8
11/12/2008,685.8,669.3,685.8,683
12/12/2008,683,646.3,683,660
15/12/2008,660,650,673.5,650
16/12/2008,650,647,668,667
17/12/2008,667,654.3,683.5,665.3
18/12/2008,665.3,665.3,677.3,677
19/12/2008,677,662,677,666.3
22/12/2008,666.3,646.8,666.3,657
23/12/2008,657,651.5,663.8,660
29/12/2008,660,654.5,667,656.5
30/12/2008,656.5,655.5,668.8,659
02/01/2009,659,659,712.8,701
05/01/2009,701,690.5,705.8,694.5
07/01/2009,694.5,694.5,706.3,698.5
08/01/2009,698.5,685,698.5,691.8
09/01/2009,691.8,682.5,699.8,682.5
12/01/2009,682.5,664.3,684.5,666
13/01/2009,666,648.5,675,658.5
14/01/2009,658.5,618.3,665.3,623
15/01/2009,623,612,634,621.8
16/01/2009,621.8,621.8,637,629
19/01/2009,629,613.8,640,622
20/01/2009,622,593.5,627.5,593.5
21/01/2009,593.5,591.8,621,613.8
22/01/2009,613.8,606.5,629,612
23/01/2009,612,593.8,612,599.3
26/01/2009,599.3,599.3,625.8,622.8
27/01/2009,622.8,610.5,627.8,624
28/01/2009,624,624,643.5,639
29/01/2009,639,612,639,612
30/01/2009,612,612,627,613.8
02/02/2009,613.8,594.5,613.8,598
03/02/2009,598,596.8,623.5,623
04/02/2009,623,619.3,649.8,645
05/02/2009,645,628,645,642.8
06/02/2009,642.8,642.8,674.5,673
09/02/2009,673,663.5,691,689
10/02/2009,689,672.3,689,672.5
11/02/2009,672.5,664,684.5,676
12/02/2009,676,657.3,676,672.5
13/02/2009,672.5,672.5,685.8,678.5
16/02/2009,678.5,671.3,687,680.8
17/02/2009,680.8,644,680.8,644
18/02/2009,644,634.8,655,651.3
19/02/2009,651.3,645,664.5,662.8
20/02/2009,662.8,640.3,662.8,643
23/02/2009,643,617.5,649.3,618
24/02/2009,618,605,629.5,622
25/02/2009,622,614,634,614
26/02/2009,614,614,646.8,645.5
27/02/2009,645.5,629.3,645.5,640
02/03/2009,640,615,640,615.3
03/03/2009,615.3,602,623.8,603
04/03/2009,603,603,630.5,629
05/03/2009,629,603,629,603
06/03/2009,603,601.5,617.8,608
09/03/2009,608,590.8,617,617
10/03/2009,617,608,652.5,649.5
11/03/2009,649.5,641.8,671,671
12/03/2009,671,649.5,672,672
13/03/2009,672,652.3,685,655
16/03/2009,655,652.5,677,675.5
17/03/2009,675.5,660,675.5,660
18/03/2009,660,654.8,676.3,657.3
19/03/2009,657.3,657.3,690,683
20/03/2009,683,663,683,663.8
23/03/2009,663.8,642,664,657
24/03/2009,657,641.8,669.5,646.5
25/03/2009,646.5,636.3,661.5,659
26/03/2009,659,645.8,659.5,654
27/03/2009,654,642.8,659.3,642.8
30/03/2009,642.8,617,642.8,617
31/03/2009,617,617,644.8,644.8
01/04/2009,644.8,631.3,671.3,670.5
02/04/2009,670.5,670.5,714,711
03/04/2009,711,701.5,727,711.5
06/04/2009,711.5,704,727.5,710
07/04/2009,710,695.5,714.5,699
08/04/2009,699,689.5,710,704
09/04/2009,704,704,718.5,718.5
14/04/2009,718.5,718.5,752,745.8
15/04/2009,745.8,725.5,745.8,725.5
16/04/2009,725.5,725.5,748.3,746
17/04/2009,746,744.1,765,763.3
20/04/2009,763.3,712.3,763.3,713.5
21/04/2009,713.5,700.8,730.5,730.5
22/04/2009,730.5,725,756.3,753.3
23/04/2009,753.3,737.5,763.3,763
24/04/2009,763,745.5,772,772
27/04/2009,772,751.5,774,768.5
28/04/2009,768.5,735.5,768.5,739.8
29/04/2009,739.8,739.8,763.8,762.8
30/04/2009,762.8,758.5,774.5,759.5
04/05/2009,759.5,759.5,775,774
05/05/2009,774,769.3,784,782.5
06/05/2009,782.5,777.3,801,796
07/05/2009,796,787.5,815,792.5
08/05/2009,792.5,792.5,813,802
11/05/2009,802,774,807.5,784
12/05/2009,784,768,795,768
13/05/2009,768,743.3,777,744
14/05/2009,744,734,758.8,758.3
15/05/2009,758.3,753.5,769.3,760.5
18/05/2009,760.5,751,781.5,778.5
19/05/2009,778.5,778.5,799,788
20/05/2009,788,777.8,789.5,784.3
22/05/2009,784.3,758.5,784.3,771.5
25/05/2009,771.5,758.3,774.5,769.8
26/05/2009,769.8,752.5,777,773
27/05/2009,773,768.8,782,774
28/05/2009,774,762,774.3,772.6
29/05/2009,772.6,771.5,784.5,776.3
01/06/2009,776.3,776.3,803.8,803.8
02/06/2009,803.8,788,803.8,795
03/06/2009,795,764.3,798.3,767
04/06/2009,767,760.5,777.3,768.8
05/06/2009,768.8,768.8,783.5,771.8
08/06/2009,771.8,755,772.3,770.3
09/06/2009,770.3,760.5,774.8,770.8
10/06/2009,770.8,770.8,793.8,787.3
11/06/2009,787.3,786.8,809,805.5
12/06/2009,805.5,797.5,810.3,798.3
15/06/2009,798.3,782.5,798.3,783.8
16/06/2009,783.8,778.8,796.5,790.3
17/06/2009,790.3,767.5,790.3,772.8
18/06/2009,772.8,771,779,774.3
22/06/2009,774.3,751.8,781,752.5
23/06/2009,752.5,746.8,761.8,754.5
24/06/2009,754.5,754.5,784,784
25/06/2009,784,769,786,780
26/06/2009,780,779.5,793.3,785.8
29/06/2009,785.8,781,807,805
30/06/2009,805,792.5,807.8,795
01/07/2009,795,795,815.8,815.8
02/07/2009,815.8,790.8,815.8,791
03/07/2009,791,787.5,797,788
06/07/2009,788,774.3,788,780.8
07/07/2009,780.8,780.8,794,785.5
08/07/2009,785.5,776,786,777.3
09/07/2009,777.3,774.3,788,777.5
10/07/2009,777.5,770,780,772.8
13/07/2009,772.8,766.3,790,786.8
14/07/2009,786.8,786.8,796.5,794.5
15/07/2009,794.5,788,821,820
16/07/2009,820,819,828.5,822.5
17/07/2009,822.5,822.5,837,836
20/07/2009,836,836,852,843.5
21/07/2009,843.5,841.8,855,851
22/07/2009,851,840.5,853.5,852.5
23/07/2009,852.5,847.5,874.5,873
24/07/2009,873,859,873.5,871.3
27/07/2009,871.3,849.3,884.5,852.8
28/07/2009,852.8,848.8,863,850.5
29/07/2009,850.5,848.8,860,858.3
30/07/2009,858.3,856.5,880.5,879.3
31/07/2009,879.3,870.5,884.3,881.8
03/08/2009,881.8,876,897.5,896.8
04/08/2009,896.8,875.8,899.5,880.8
05/08/2009,880.8,871.5,889,872
06/08/2009,872,869,884.8,873.8
07/08/2009,873.8,864,894.3,891
10/08/2009,891,879.8,892.8,883.5
11/08/2009,883.5,861,891.5,861.5
12/08/2009,861.5,859.5,878.5,878.5
13/08/2009,878.5,878.5,899,890.8
14/08/2009,890.8,870.8,899.5,874.5
17/08/2009,874.5,853.3,874.5,856.5
18/08/2009,856.5,856.5,876.8,871.5
19/08/2009,871.5,857,871.5,868.3
20/08/2009,868.3,868.3,889,888
21/08/2009,888,880,902.3,902.3
24/08/2009,902.3,902.3,925,921
25/08/2009,921,909.5,922,917
26/08/2009,917,901.3,922,903.5
27/08/2009,903.5,894.5,909.5,902.5
28/08/2009,902.5,902.5,924,919.5
31/08/2009,919.5,901.3,919.5,905
01/09/2009,905,884.8,912,888.3
02/09/2009,888.3,867.8,888.3,871
03/09/2009,871,871,888.8,877.8
04/09/2009,877.8,877.8,894.3,891.3
07/09/2009,891.3,891,904.5,904.3
08/09/2009,904.3,901,909.5,906.3
09/09/2009,906.3,900.8,922.3,919
10/09/2009,919,909,927.3,917
11/09/2009,917,913.8,922,918.8
14/09/2009,918.8,901,918.8,913.8
15/09/2009,913.8,909,920.5,911.8
16/09/2009,911.8,911.8,925.3,917.8
17/09/2009,917.8,917.8,930,925
18/09/2009,925,911.3,925,917.4
21/09/2009,917.4,910.5,919,911
22/09/2009,911,911,924,922.5
23/09/2009,922.5,920,928.8,923
24/09/2009,923,899.8,923,901
25/09/2009,901,896,907.8,898.8
28/09/2009,898.8,889.5,918,914.3
29/09/2009,914.3,902,919.5,902
30/09/2009,902,891.8,913,895
01/10/2009,895,876.8,902.8,878.3
02/10/2009,878.3,859.3,878.3,870
05/10/2009,870,865,882.3,877
06/10/2009,877,877,895,893.5
07/10/2009,893.5,882.3,895,884
08/10/2009,884,884,898,895
09/10/2009,895,892,904.3,899.5
12/10/2009,899.5,899.5,915,912
13/10/2009,912,900.3,913.3,904.5
14/10/2009,904.5,904.5,929.8,929.5
15/10/2009,929.5,925.3,936.3,926.3
16/10/2009,926.3,926.3,937.5,933.5
19/10/2009,933.5,927.8,945.5,941.3
20/10/2009,941.3,938,950.3,942.3
21/10/2009,942.3,926.5,946.8,942.5
22/10/2009,942.5,921,942.5,925.8
23/10/2009,925.8,925.8,943.8,932.8
26/10/2009,932.8,915.5,941.3,919.5
27/10/2009,919.5,918.5,934.8,931
28/10/2009,931,916,935.5,924
29/10/2009,924,916,940.5,940.5
30/10/2009,940.5,939,949.8,943.5
02/11/2009,943.5,923,943.5,930.5
03/11/2009,930.5,916,930.5,916
04/11/2009,916,916,939,938
05/11/2009,938,926.3,950.8,945
06/11/2009,945,933.8,951,940.8
09/11/2009,940.8,940.8,962,962
10/11/2009,962,953.3,963.3,958
11/11/2009,958,958,968.5,964.5
12/11/2009,964.5,961.5,977.5,969.8
13/11/2009,969.8,962.5,972.5,967
16/11/2009,967,967,975.8,975.3
17/11/2009,975.3,963.8,975.3,964
18/11/2009,964,964,972.5,966.3
19/11/2009,966.3,949.3,966.3,951.5
20/11/2009,951.5,949,958.5,952.6
23/11/2009,952.6,952.6,977.5,976.5
24/11/2009,976.5,965.8,977,967.5
25/11/2009,967.5,963.8,975,972.5
26/11/2009,972.5,938.5,972.5,938.5
27/11/2009,938.5,923.3,954.5,953.8
30/11/2009,953.8,936.4,959,938.8
01/12/2009,938.8,938.8,955.5,953.3
02/12/2009,953.3,945.8,958.5,955.8
03/12/2009,955.8,954.8,966.8,955.3
04/12/2009,955.3,949,974.8,968.5
07/12/2009,968.5,960,972.5,965.5
08/12/2009,965.5,948.3,974,954.3
09/12/2009,954.3,940.8,956.5,945.8
10/12/2009,945.8,943.3,953,948.5
11/12/2009,948.5,948.5,957.8,950.8
14/12/2009,950.8,950.8,962,957
15/12/2009,957,942.3,960,950.3
16/12/2009,950.3,947.8,960.8,959.3
17/12/2009,959.3,945,959.3,945
18/12/2009,945,943,949.4,943
21/12/2009,943,938.3,950.5,948
22/12/2009,948,948,964.3,963.5
23/12/2009,963.5,958.5,967.8,963
28/12/2009,963,962,970.8,965.8
29/12/2009,965.8,964,970,966
30/12/2009,966,951,969.3,952.5
04/01/2010,952.5,950.5,965.8,965
05/01/2010,965,961.3,973,967.8
07/01/2010,967.8,960,971,965.5
08/01/2010,965.5,965.5,975.8,974.5
11/01/2010,974.5,974.5,986.5,979.8
12/01/2010,979.8,967.8,982,969.5
13/01/2010,969.5,962.5,975.3,974.5
14/01/2010,974.5,974.5,985,984
15/01/2010,984,968.3,986.3,971
18/01/2010,971,969.3,976.5,973.8
19/01/2010,973.8,960.3,978,976
20/01/2010,976,956.5,977.3,957.3
21/01/2010,957.3,950.8,972,953.8
22/01/2010,953.8,947,957,951.4
25/01/2010,951.4,937,955.8,945
26/01/2010,945,932,945,941.8
27/01/2010,941.8,933,953,946.3
28/01/2010,946.3,934,970,935.5
29/01/2010,935.5,935.5,956.3,953.5
01/02/2010,953.5,946,967.5,967
02/02/2010,967,962.5,973,970
03/02/2010,970,966,975.8,969.8
04/02/2010,969.8,947.8,975.8,947.8
05/02/2010,947.8,933,952,933
08/02/2010,933,919.8,941,939.5
09/02/2010,939.5,934.5,952,947.5
10/02/2010,947.5,931,952.3,937.5
11/02/2010,937.5,934.8,950.5,944.5
12/02/2010,944.5,924.5,953.5,931.3
15/02/2010,931.3,919,936,923.5
16/02/2010,923.5,922.3,933.8,933.3
17/02/2010,933.3,933.3,945,943.8
18/02/2010,943.8,940.5,947.5,947.3
19/02/2010,947.3,935.5,950,950
22/02/2010,950,950,963.3,956.5
23/02/2010,956.5,940.8,960.8,942.3
24/02/2010,942.3,936.3,947,944.3
25/02/2010,944.3,935.5,951.8,942
26/02/2010,942,939.5,950,950
01/03/2010,950,950,968.3,967.8
02/03/2010,967.8,961.5,973.5,971
03/03/2010,971,967.3,982.5,982.5
04/03/2010,982.5,974.5,987,986
05/03/2010,986,983.3,1000.3,997
08/03/2010,997,997,1006,1004.3
09/03/2010,1004.3,995.3,1005.8,999.5
10/03/2010,999.5,996.8,1013.8,1013
11/03/2010,1013,1005.5,1014,1010.8
12/03/2010,1010.8,1009.3,1023,1017.5
15/03/2010,1017.5,1013,1019.5,1013.3
16/03/2010,1013.3,1011.8,1022.3,1021.8
17/03/2010,1021.8,1012.7,1028.5,1023.5
18/03/2010,1023.5,1016.3,1023.8,1016.5
19/03/2010,1016.5,1016.5,1026.5,1021.9
22/03/2010,1021.9,999.8,1021.9,1007.5
23/03/2010,1007.5,1007.5,1018,1017
24/03/2010,1017,1005.8,1021,1015
25/03/2010,1015,1012.5,1024.8,1022
26/03/2010,1022,1014.3,1022.5,1020
29/03/2010,1020,1016,1026.5,1017
30/03/2010,1017,1013.5,1024,1013.8
31/03/2010,1013.8,1008.3,1017.5,1017.5
01/04/2010,1017.5,1014,1032,1030
02/04/2010,1030,1030,1030,1030
06/04/2010,1030,1030,1039.3,1037.5
07/04/2010,1037.5,1033,1038.3,1034
08/04/2010,1034,1024.5,1036.3,1033.5
09/04/2010,1033.5,1033.5,1041.8,1040.8
12/04/2010,1040.8,1039.3,1046.5,1043.5
13/04/2010,1043.5,1033.5,1044.2,1041.8
14/04/2010,1041.8,1032,1051.5,1050
15/04/2010,1050,1043.3,1053.8,1053.8
16/04/2010,1053.8,1053.8,1062,1057.4
19/04/2010,1057.4,1022.5,1057.4,1029.5
20/04/2010,1029.5,1029.5,1044.5,1039.5
21/04/2010,1039.5,1026.8,1046.5,1026.8
22/04/2010,1026.8,1014.8,1036.3,1024.8
23/04/2010,1024.8,1024.8,1056,1055.5
26/04/2010,1055.5,1054.7,1064.3,1055
27/04/2010,1055,1030.9,1059.3,1035.3
28/04/2010,1035.3,1021.3,1049,1038
29/04/2010,1038,1032,1052.1,1052
30/04/2010,1052,1045,1059.5,1050.5
03/05/2010,1050.5,1041.8,1057.3,1057.3
04/05/2010,1057.3,1021,1059.3,1024.5
05/05/2010,1024.5,996.5,1029.5,996.5
06/05/2010,996.5,970.8,1008.5,971.5
07/05/2010,971.5,924.8,972.5,939.5
10/05/2010,939.5,939.5,1003.9,1003.3
11/05/2010,1003.3,981.5,1003.3,982.8
12/05/2010,982.8,982.5,1012,1010
14/05/2010,1010,981.3,1013.8,981.3
17/05/2010,981.3,973,999.8,992.3
18/05/2010,992.3,992.3,1003.5,997
19/05/2010,997,965.8,997,966.8
20/05/2010,966.8,932.5,981,944
21/05/2010,944,937.5,958.3,946.9
24/05/2010,946.9,939,963.8,954.5
25/05/2010,954.5,922,954.5,929
26/05/2010,929,929,962,961.5
27/05/2010,961.5,958.8,979.3,977.8
28/05/2010,977.8,975,991,979.5
31/05/2010,979.5,976.8,985.5,980.3
01/06/2010,980.3,960.8,986,980.5
02/06/2010,980.5,970,991.8,989.8
03/06/2010,989.8,989.8,1013.8,1005.5
04/06/2010,1005.5,985.5,1015.5,986
07/06/2010,986,969.8,990.8,974.8
08/06/2010,974.8,963.5,984.8,972.8
09/06/2010,972.8,972.3,997,996.3
10/06/2010,996.3,985.5,1020.5,1018
